date_old;day_of_week;date_new;longitude;latitude;weather;wind;entry
9 April 1806;Wednesday;12.00 08.04.1806 - 23.59 08.04.1806;;No observation;Fine Breezes and agreeable weather. ;Winds in the early part of this day about Norht and in the latter part E[.] by N. to E.N.E.;" "
;;00.00 09.04.1806 - 12.00 09.04.1806;;;;Winds in the early part of this day about Norht and in the latter part E[.] by N. to E.N.E.;" At 9 A.M. land was perceived from the Mast head bearing about West, and supposed to be Cape Chichibacoa. "
10 April 1806;Thursday;12.00 09.04.1806 - 23.59 09.04.1806;;No observation;Fresh Breezes and fine weather.;Wind S.E.;"  At 2½ P.M. let go the anchor about one League from the Town of Aruba near the watering place, but having found no bottom weighed the anchor again and stood towards the Town. At 5 P.M. a Boat from the schooner Echo belonging to Mr John Phillips of Jamca: and a Danish schooner belg: to St. Thomas’s. At 7 P.M. Mr. Phillps left us to proceed on shore"
;;00.00 10.04.1806 - 12.00 10.04.1806;;;;;""
11 April 1806;Friday;12.00 10.04.1806 - 23.59 10.04.1806;;No observation;Fresh Breezes and pleasant Weather. ;Wind East.;""
;;00.00 11.04.1806 - 12.00 11.04.1806;;;;;" At 8½ A.M. Mr: Phillips came on board with the Pilot. At 9 we let go the anchor, which not holding, we let go a second"
12 April 1806;Saturday;12.00 11.04.1806 - 23.59 11.04.1806;;No observation;Fine Breezes and weather.; Wind E. by S. ;"At 1½ P.M. the Leander came to an anchor, and soon after Captn. Lewis & several of the officers came on shore. This day I was employed visiting [6] / the little settlement of Oruba [sic!], which is at present totally unprotected and at the mercy of any armed Vessel that may be in the Harbour. The Productions of this Island are by no means sufficient for the maintenance of it’s [sic!] Inhabitants /said to be about 1000 principally composed of a mixed bred of Indians/ but from it’s [sic!] contiguit /Users/RISMoscow/Desktop/Миранда, архивы, Greenwich, Bodleian/IMG_6751.JPG  y to the main is well supplied with Provisions, with which it furnishes the Vessels that occasionally touch here for information. The General having taken up his residence in the Island, Wm: S. Smith & myself were lodged with him. The little Town if so it may be called has nothing remarkable in it, and the Houses with the exception of 4 or 5 are rather miserable. One of the greatest inconveniences this Island labours under is the want of rain, which sometimes does not fall for 2 or 3 Years. Their water in general is not very abundant, and only to be found in certain districts, and even then not very pleasant to the eye, although not otherwise disagreeable.  [На полях:] This Island professes neutrality, more perhaps from it[’]s helpless situation than any other authority. There is a Dutch Commissary who resides in the Island, called Mr. Van den Brook.  [6] Здесь вложен небольшой листочек, тем же почерком, но торопливее:  Joseph Covichichi arrived at La Vela de Coro in a Danish Schooner on the 12th. of April 1806. – from St. Domgo. // On the 17th of Sepr. 1806 G.M. positively agreed with Captn. Sayer to embark the following day for Trinidad. –"
;;00.00 12.04.1806 - 12.00 12.04.1806;;;;;""
13 April 1806;Sunday;12.00 12.04.1806 - 23.59 12.04.1806;;No observation;Pleasant Breezes and weather.;;" Nothing remarkable occurred this day. Employed procuring Water &ca[.] for the ship."
;;00.00 13.04.1806 - 12.00 13.04.1806;;;;;""
14 April 1806;Monday;12.00 13.04.1806 - 23.59 13.04.1806;;No observation;Fine pleasant weather.;;" Nothing new. Such Officers as pleased were on shore for their amusement or health."
;;00.00 14.04.1806 - 12.00 14.04.1806;;;;;"This day most of the Officers & Men came on shore in their uniforms and underwent a review: the appearance of both was such as to inspire confidence, and our chief regret was, that they were not more numerous."
15 April 1806;Tuesday;12.00 14.04.1806 - 23.59 14.04.1806;;No observation;Fine agreeable weather.;;" At 9 P.M. the General accompanied by several Officers returned on board the Leander for the purpose of get[t]ing under weigh."
   Примечание к дате: [На полях:] An Order was left to the Commrs to embargo the Vessels for 8 days;;;;;;;""
;;00.00 15.04.1806 - 12.00 15.04.1806;;;;;"At 6 A.M. got under weigh in company with the Schooners Bee, Bacchus & Echo. the latter with Mr. Phillips on board he having determined to accompany us. At Noon the Island of Oruba [sic!] bore S. by E. distance about 4 Leagues."
16 April 1806;Wednesday;12.00 15.04.1806 - 23.59 15.04.1806;;No observation;Fine pleasant weather.;;""
;;00.00 16.04.1806 - 12.00 16.04.1806;;;;;""
17 April 1806;Thursday;12.00 16.04.1806 - 23.59 16.04.1806;;No observation;Light Breezes and agreeable Weather[.] ;Winds from N.N.E[.] to East.;" At 4 P.M. Mr: Sullivan who commands at present the Bacchus"
;;00.00 17.04.1806 - 12.00 17.04.1806;;;;;""
18 April 1806;Friday;12.00 17.04.1806 - 23.59 17.04.1806;;13°.13’;Pleasant Breezes and fair weather.; Winds from E[.] to E.N.E.;" Nothing remarkable this day."
;;00.00 18.04.1806 - 12.00 18.04.1806;;;;;""
19 April 1806;Saturday;12.00 18.04.1806 - 23.59 18.04.1806;;12°.33’ [at 10 A.M.?];Fresh Breezes attended with frequent squalls of wind.; Winds as the preceding day. [(Winds from E[.] to E.N.E.)];""
;;00.00 19.04.1806 - 12.00 19.04.1806;;;;;"At 10 A.M. the Island of Oruba [sic!] bore West distance about 8 Leagues. At 11 the Island of Curaçoa [sic!] bore S.W. by E. distance about 8 Leagues."
20 April 1806;Sunday;12.00 19.04.1806 - 23.59 19.04.1806;;12°.40’;Fresh Breezes and fine weather.; Winds from E[.] by S[.] to E.N.E.;"At 6 P.M. on tacking ship to the Northward, the Island of Curaçoa [sic!] bore East distance about 3 Leagues.  "
;;00.00 20.04.1806 - 12.00 20.04.1806;;;;;"At Noon the above Island bore S.S.E. distance about 3 Leagues."
21 April 1806;Monday;12.00 20.04.1806 - 23.59 20.04.1806;;No observation;Pleasant Breezes and fair weather. ;Winds from E.N.E.[,] the latter part strong Breezes and squally with rain.;" At day light the schooner Echo was not in sight"
;;00.00 21 04.1806 - 12.00 21 04.1806;;;Winds from E.N.E.[,] the latter part strong Breezes and squally with rain.;;""
22 April 1806;Tuesday;12.00 21t 04.1806 - 23.59 21 04.1806;;No observation;Strong Breezes attended with squalls of Wind and rain. ;Wind E. by N.;" Making every exertion to get to windd: tacking ship occasionally. "
;;00.00 22.04.1806 - 12.00 22.04.1806;;;;;"At Noon St. Christopher’s Hill /Curacoa [sic!]/ bore S.W. by S.[,] distance about 4 Leagues."
23 April 1806;Wednesday;12.00 22.04.1806 - 23.59 22.04.1806;;No observation;Fresh Breezes and pleasant Weather.; Winds E[.] by S. to E.N.E.;""
; Not being able; from the contrary Winds and Current; to weather the North part of the Island of Curacoa [sic!]; it was determined to stand to the southward; and the Ship tacked for that purpose at 6 P.M.;;""
;;00.00 23.04.1806 - 12.00 23.04.1806;;;;;" At 5 A.M. the Island abovementioned bore N[.] by E.[,] distance about 5 Leagues.  The Bee having sprung her Main Mast, we sent on board of her our Carpenters, to secure the Mast.  Major Donohue was sent by the General on board the Bacchus, to proceed to Buenaire [Bonaire] to gain intelligence."
24 April 1806;Thursday;12.00 23.04.1806 - 23.59 23.04.1806;;No observation;Fresh Breezes and squally with  rain. ;Winds E.S.E. to E.N.E.;"  "
;;00.00 24.04.1806 - 12.00 24.04.1806;;;;;"At 10 A.M. we passed between the Islands of great and little Curacoa [sic!]"
25 April 1806;Friday;12.00 24.04.1806 - 23.59 24.04.1806;;No observation;Pleasant Breezes and weather.; Wind E.S.E[.];" At 5 P.M. saw the schooner Bacchus at anchor in the coasts Harbour of Buenair [Bonaire]: she soon after made sail and joined us"
;;00.00 25.04.1806 - 12.00 25.04.1806;;;;;" At Noon the Island of Buenair [Bonaire] bore N.W. distance about 7 Leagues."
26 April 1806;Saturday;12.00 25.04.1806 - 23.59 25.04.1806;;No observation;Light Breezes and fair weather.; Wind from E.S.E. to E.N.E. the latter part of this day squally with rain.;"Employed on board making preparation to land, but were in a great degree impeded by the unfavourable state of the weather. "
;;00.00 26.04.1806 - 12.00 26.04.1806;;; Wind from E.S.E. to E.N.E. the latter part of this day squally with rain.; Wind from E.S.E. to E.N.E. the latter part of this day squally with rain.;"At Noon the high land of Caracas bore S.S.E. distance about 10 Leagues."
27 April 1806;Sunday;12.00 26.04.1806 - 23.59 26.04.1806;;No observation;Light Breezes and fair weather. ;Wind E[.] by N.?;" At 6 P.M. saw 2 strange sail under the land  to leeward. Middle of the day employed in preparing to disembark"
;;00.00 27.04.1806 - 12.00 27.04.1806;;;;;""
28 April 1806;Monday;12.00 27.04.1806 - 23.59 27.04.1806;;No observation;Light Breezes and fair weather.; Wind East.;" At 3 P.M. saw the same two strange sail again, which proved to be a Brig & a schooner, which on the preceding day into Puerto Cabello. In consequence of the re-appearance of those Vessels, our Boats нрзб?ed. and People that were to have been shipped on board the schooners were recalled. At sun set we ran in for the land, but could not find our Port, from the darkness of the night. At 8½ P.M. Major Donohue and Powell went to the Bacchus for the purpose of reconnoit[e]ring.   [На полях:] The Brig carried 20 or 22 Guns, and the schooner 16: Some of which from our calculation must have been 12 Pounders."
;;00.00 28.04.1806 - 12.00 28.04.1806;;;;;"At day light we perceived the Bacchus close in with the land"
  The Bacchus from some circumstance of which we were totally ignorant; came to anchor under the land;;;;;;""
29 April 1806;Tuesday;12.00 28.04.1806 - 23.59 28.04.1806;;No observation;Fine Breezes and weather.; Wind E[.] by N.;"At 4 P.M. the schooners Bee and Bacchus not being able to keep up with us, were cut off by the Enemy, who gave over chacing [sic!] the Leander, to pursue the schooners. At 5 we had the mortification to perceive the Bee lower her Main sail and as we presume surrender to the Enemy’s schooner. At 6½ P.M. the Bacchus did the same to the Brig. The loss of these Vessels was a matter of much serious concern there being the followg. Officers on board of them, besides 36 Men: all belonging to our Expedition.    Schr: Bacchus Schr: Bee  Major Donohue Captn. Durning  ‘’ Powell ‘’ Bergudd  Captn Gardner Lieutt: Kemper  ‘’ Billopp ‘’ Jorge  ‘’ Heckle & son ‘’ Ingersoll  Lieutt : Johnson  ‘’ Sullivan  ‘’ Hall  ‘’ Gill Printers  ‘’ Moore Elliott  ‘’ Ferris Saunders  ‘’ Farquharson  ‘’ Sherman    The consequence of this нрзб capture нрзб would not admit of our re-attempting a disembarkation, unless protected by some superior naval force to that of the Enemy. The General therefore determined to proceed to Trinidad, but previous thereto it became necessary to proceed to Buenair [Bonaire]"
;;00.00 29.04.1806 - 12.00 29.04.1806;;;;;""
30 April 1806;Wednesday;12.00 29.04.1806 - 23.59 29.04.1806;;No observation;Pleasant weather, and winds, as usual.;Pleasant weather, and winds, as usual.;" At 7 P.M. came to anchor in the Harbour of the Island of Buenair [Bonaire] opposite the Fort, at the distance of about a Cable length from the shore. At 8 P.M. Majors Roorbach & Smith with Mr. Stedman went on shore to procure water for the ship.  "
;;00.00 30.04.1806 - 12.00 30.04.1806;;;;;"At 9 A.M. The General accompd. by Wm: Smith and myself went on shore to pay respects to the Governor /who takes the title of Commodore/[,] he received us very cordially, and we dined with him, this, and the following day."
  This Island is somewhat more fruitful than the Island of Oruba [sic!] but still not sufficiently so; to suffice for the consumption of it’s [sic!] inhabitants who receive their supplies from Curacoa [sic!]. We were informed that Buenair [Bonaire] contd: about fifteen hundred souls of all descriptions;;;;;;""
  [на полях:] I have omitted to notice that the Fort is in no state of defence [sic!]; having only one nine pounder: they consider themselves as Neuter; altho’ the Governor or Commodore hoists the Dutch Flag.;;;;;""
1 May 1806;Thursday;12.00 30.04.1806 - 23.59 30.04.1806;;No observation;Fine pleasant weather.;;"Employed procuring water for the ship: which was brought from the interior by the Natives on Asses: at one Dollar per [значком!] Cask. "
;;00.00 1 05.1806 - 12.00 1 05.1806;;;;;" Early this Morning,  two schooners arrived from Curacoa [sic!], and gave us the intelligence that the coalesced Powers had been defeated, and an Armistice concluded between them and Bonaparte"
2 May 1806;Friday;12.00 1 05.1806 - 23.59 1 05.1806;;No observation;Pleasant Breezes and fair weather.;;"  At 5 P.M. having completed our water, and taken leave of Commodore Johannes Palm and his family, got under weigh to proceed to Trinidad. "
;;00.00 02.05.1806 - 12.00 02.05.1806;;;;;"At 1½ A.M. brought to a schooner, who нрзб said he was 30 Hours from Curacoa [sic!] bound to St. Thomas, with Cocoa and Logwood."
3 May 1806;Saturday;12.00 02.05.1806 - 23.59 02.05.1806;;17°.27’.corrected. Lat 13°.39’.;Fresh Breezes and rough Sea.; Winds E. by S. to E.S.E.;" No occurrence worthy of notice. Except our diffce: of Latitude, from which it evidently appears there must be a strong northerly Current[.]"
;;00.00 03.05.1806 - 12.00 03.05.1806;;;;;""
4 May 1806;Sunday;12.00 03.05.1806 - 23.59 03.05.1806;; 18°.13’.;;;""
corrected;;;;;;;""
 13°.29’;Light Breezes and pleasant weather.;;;;;;""
;Winds sometimes E[.] by S. and E.N.E.;Saw a Sail to windward said to be a schooner standing to the Northward. At 10 P.M. tacked ship to the southward.;;;;;""
;;00.00 04.05.1806 - 12.00 04.05.1806;;;;;""
5 May 1806;Monday;12.00 04.05.1806 - 23.59 04.05.1806;; 12°.8’.;Light Breezes and fair weather. ;Winds from East to N.E. by E.;"This day it was discovered that our high Northern Latitudes given the two preceding days, was not owing to any Current"
;;00.00 05.05.1806 - 12.00 05.05.1806;;;;;""
6 May 1806;Tuesday;12.00 05.05.1806 - 23.59 05.05.1806;; 12°.45’.;The commencement of these 24 Hours fine agreeable weather.;Wind E.N.E.;""
;;00.00 06.05.1806 - 12.00 06.05.1806;;;;;""
7 May 1806;Wednesday;12.00 06.05.1806 - 23.59 06.05.1806;; 12°.15’;Light Winds and fair Weather.;Wind East.;"At 6 P.M. saw a Vessel in our wake, which apparently was steering the same course. At 6½ tacked to the Southward. At 7 A.M. the Island of Rocca bore S.E. distance about 4 Leagues. at 8 tacked ship to the Northward."
;;00.00 07.05.1806 - 12.00 07.05.1806;;;;;""
8 May 1806;Thursday;12.00 07.05.1806 - 23.59 07.05.1806;; 13°.30’;Light Winds and faire weather.;Wind East.;"No occurrence worthy of remark."
;;00.00 08.05.1806 - 12.00 08.05.1806;;;;;""
9 May 1806;Friday;12.00 08.05.1806 - 23.59 08.05.1806;; 13°.52’;Fresh Breezes and cloudy.;Wind East to E. by N.;"Tacking Ship occasionally, according as it was most advantageous. Since yesterday we were put on an allowance of 3 Pints of Water per [значком!] day"
;;00.00 09.05.1806 - 12.00 09.05.1806;;;;;""
10 May 1806;Saturday;12.00 09.05.1806 - 23.59 09.05.1806;; 15°.19’;Fresh Breezes and squally weather.;Wind Easterly.;""
;;00.00 10.05.1806 - 12.00 10.05.1806;;;;;""
11 May 1806;Sunday;12.00 10.05.1806 - 23.59 10.05.1806;; 14°.4’. [at 4-6 PM?];Moderate Breezes and fair weather.;Wind East to E.N.E.;"At 3 P.M. discovered a Sail to windward bearing down upon us: At 4 set our steering Sails and bore away. At 6 the strange Vessel was out of sight"
;;00.00 11.05.1806 - 12.00 11.05.1806;;;;;""
12 May 1806;Monday;12.00 11.05.1806 - 23.59 11.05.1806;; 13°.41’;Light Winds and fair weather. ;The early part of the day Wind E.N.E., the latter part E.S.E.;""
;;00.00 12.05.1806 - 12.00 12.05.1806;;;;;""
13 May 1806;Tuesday;12.00 12.05.1806 - 23.59 12.05.1806;; 12°.58’;Gentle Winds and fine weather.;Winds from East to E. by N.;""
;;00.00 13.05.1806 - 12.00 13.05.1806;;;;;""
14 May 1806;Wednesday;12.00 13.05.1806 - 23.59 13.05.1806;; 11°.54’;Light Breezes and fair weather.;Wind E[.] by N. to N.E. by E.;"At 10 A.M. we discovered land, which proved to be the Island of Blanca. Our allowance of Water was increased 1 Pint."
;;00.00 14.05.1806 - 12.00 14.05.1806;;;;;""
15 May 1806;Thursday;12.00 14.05.1806 - 23.59 14.05.1806;; 11°.10’. [at 4 P.M.?];Light Breezes and fair weather.;Winds as yesterday.;"At 2 P.M. the Centre of the Island of Blanca bore E.N.E. distance about 5 Leagues. At 4 P.M. tacked ship to the Northward. At 6 tacked to the Southd. The Island of Blanca bore East  2½ Leagues // f. 33v distance. At day light the Island of Margaritta [sic!] bore S.E. by E. At 6 A.M. tacked ship to the Northward, the high land bore S.E.½S. distance 4 Leagues. a strange sail to Leeward. At Noon the strange sail was about 15 Miles distant, standing on the same, tack with ourselves, and from her appearance supposed to be a British Frigate."
;;00.00 15.05.1806 - 12.00 15.05.1806;;;;;""
16 May 1806;Friday;12.00 15.05.1806 - 23.59 15.05.1806;; 12°.35’. [at 5 P.M.?];Light Breezes and fair weather.;Winds Easterly.;"At 1 P.M. the strange Ship fired a Gun and hoisted a signal at the Main top gallant mast head, which we could neither distinguish nor undestand. At 2 and at 5 she also fired, and the signal was still kept flying[.] At 5 we hoisted the American Ensign at the M.T.G.M.Hd: [Main Top Gallant Mast Head]. At 6½ tacked Ship to the Southward and westward, to avoid the Vessel then in sight and decoy her out of our track. At 8 wore ship and stood to the Northward. At day light the strange sail was not in sight."
;;00.00 16.05.1806 - 12.00 16.05.1806;;;;;""
17 May 1806;Saturday;12.00 16.05.1806 - 23.59 16.05.1806;; 13°.26’;Light Breezes and fair weather;;""
;;00.00 17.05.1806 - 12.00 17.05.1806;;;;;""
18 May 1806;Sunday;12.00 17.05.1806 - 23.59 17.05.1806;; 14°.49’;Fine Breezes and weather.;Winds E.S.E. to S.E. by E.;"A small Vessel in sight, supposed to be the same we saw yesterday."
;;00.00 18.05.1806 - 12.00 18.05.1806;;;;;""
19 May 1806;Monday;12.00 18.05.1806 - 23.59 18.05.1806;; 14°.32’;Light Breezes and fair weather.;Winds from E.S.E. to S.E.;"At 8½ P.M. tacked Ship to the Southward."
;;00.00 19.05.1806 - 12.00 19.05.1806;;;;;""
20 May 1806;Tuesday;12.00 19.05.1806 - 23.59 19.05.1806;; 13°.5’;Pleasant Breezes and fine wr.;Winds from E[.] by S. to E.N.E.;""
;;00.00 20.05.1806 - 12.00 20.05.1806;;;;;""
21 May 1806;Wednesday;12.00 20.05.1806 - 23.59 20.05.1806;; 11°.49’. [at noon?];Light Breezes and fine weather.;Winds from E[.] by S. to E.S.E.;"At Noon we discovered land from the Mast Head, bearing S.W. distance about 12 Leagues, which our Pilot declared to be the Testigos."
;;00.00 21.05.1806 - 12.00 21.05.1806;;;;;""
22 May 1806;Thursday;12.00 21.05.1806 - 23.59 21.05.1806;; 11°.6’. [between 2 and 8 P.M.?];;;""
;Pleasant Breezes and fair Weather[.];Winds from E.S.E. to E[.] by N.;At 2 P.M. tacked ship to the Northward. At 8 P.M. Do. Do. to the Southward. At 7 A.M. saw the Main land; to the Southward and Westward. At Noon tacked Ship to the North.;;;""
;;00.00 22.05.1806 - 12.00 22.05.1806;;;;;""
23 May 1806;Friday;12.00 22.05.1806 - 23.59 22.05.1806;; 11°.48’. [at 10 A.M.?];Light winds and clear weather.;;"At 6 P.M. the Testigos bore W[.] by N. distance about 12 Leagues. At 10 A.M. the above Islands bore W.N.W.  nearly the same distance. tacked ship occasionally, the wind veering from E.N.E. to E.S.E."
;;00.00 23.05.1806 - 12.00 23.05.1806;;;;;"At 9½ A.M. the Testigos bore nearly S.W. distance about 13 Leagues."
24 May 1806;Saturday;12.00 23.05.1806 - 23.59 23.05.1806;; 11°.24’;Fresh Breezes and fair weather.;Wind Easterly.;""
;;00.00 24.05.1806 - 12.00 24.05.1806;;;;;""
25 May 1806;Sunday;12.00 24.05.1806 - 23.59 24.05.1806;; 11°.56’. [at 7½?];Light Breezes and fair weather.;Winds from E. to E.N.E.;"Tacking ship occasionally. At 5½ A.M. saw the Island of Grenada bearing E.N.E. distant 10 Leagues, saw a sail from the mast-head at the same time – at 7½ saw another strange sail to windward. At 10 A.M. tacked to the Northward & Eastward – Grenada bore E[.] by N. 9 leagues distant."
;;00.00 25.05.1806 - 12.00 25.05.1806;;;;;""
26 May 1806;Monday;12.00 25.05.1806 - 23.59 25.05.1806;;;Steady Breezes and fine weather.;Winds as yesterday.;"Steady Breezes and fine weather. Winds as yesterday. At day light saw the same strange Sail, on of which was a ship, standing for us. Grenada bore E[.] by S. distance about 5 Leagues. At 7 A.M. discovered the ship in chace [sic!] of us. At 9 she hoisted English Colours and fired a gun to windward: from 9 to 10 she fired 14 shot to bring us to. – At 10½ she fired 1 gun to leeward and hoisted signals. Cleared ship for action and hauled up our courses. At 11½ hove to. At noon his B.M.S. Lilly, Captn: D. Campbell sent her boat on board, and desired Captn. Lewis would go on board the Lilly."
;;00.00 26.05.1806 - 12.00 26.05.1806;;;;;""
27 May 1806;Tuesday;12.00 26.05.1806 - 23.59 26.05.1806;;;Light Breezes and fair weather, the latter part squally with rain.;Winds E.N.E. to E.S.E.;"At 1½ P.M. Captn. Lewis returned on board, accompanied by Captn. Campbell who was desirous of paying his respects to the General, and giving him some interesting information. He advised the General of the death of Mr: Pitt and the change of Ministry: also of the orders he had received from Admiral Cochrane to afford him every assistance he should require. At 2½ Captain Campbell returned, and sent the General files of London Papers to the 7th: March"
;;00.00 27.05.1806 - 12.00 27.05.1806;;;;;"At 11 A.M. came to anchor in the Harbour of St: George. Majr: Roorbach went on shore with a Message to Govr: Maitland."
28 May 1806;Wednesday;12.00 27.05.1806 - 23.59 27.05.1806;;;Steady Breezes and fine weather.;Wind Easterly.;"At 2 P.M. General Miranda and his Aid de Camp went on shore: soon after several of our Officers did the same. At 8½ the Lilly came to an anchor."
;;00.00 28.05.1806 - 12.00 28.05.1806;;;;;"At 11½ A.M. I received the General’s Order to repair on shore."
29 May 1806;Thursday;12.00 28.05.1806 - 23.59 28.05.1806;;;Light winds and fair weather.;Wind East.;"At 10½ P.M. General Miranda and the other Officers having returned on board / except Colonel Armstrong who was left at Grenada in order to carry the General’s dispatches to Governor Hislop of Trinidad/ the Leander got under weigh to proceed to Barbados. "
;;00.00 29.05.1806 - 12.00 29.05.1806;;;;;"The Ship Lilly, who was to accompany us, not having been able to weigh her anchor, was ultimately obliged to cut her Cable: this delayed us till 4½ A.M. when we both made sail for the place of our destination. 4 of our people were sent on board the Lilly for Mutinous and insolent Language."
30 May 18060;Friday;12.00 29.05.1806 - 23.59 29.05.1806;;;Fresh Breezes and fair weather.;Wind East.;"At Sun set the Island of St: Vincent bore N.E. distant 14 Leagues."
;;00.00 30.05.1806 - 12.00 30.05.1806;;;;;""
31 May 1806;Saturday;12.00 30.05.1806 - 23.59 30.05.1806;;;Light airs and fine weather Varble.;;"At 1 P.M. Captn. Campbell sent his boat on board, with an invitation to the General, who soon after went on board accompanied by Wm: Smith his Aid de Camp. At Sun set the Town of Kingston in the Island of St. Vincent[’]s bore S. by E. distant 2 Leagues. At midnight General Miranda returned."
;;00.00 31.05.1806 - 12.00 31.05.1806;;;;;""
1 June 1806;Sunday;12.00 31.05.1806 - 23.59 31.05.1806;;;Variable weather with frequent squalls of wind and rain.;;""
;Wind E[.] by S. to E.S.E.;At sun set the high Land of St. Lucia /in form of 2 Sugar loaves/ bore N.N.E. distant 5 Leagues. Tacking ship occasionally and making the best of our way between the Islands of St. Lucia and St. Vincent[’]s;;;;;""
;;00.00 1 06.1806 - 12.00 1 06.1806;;;;;""
2 June 1806;Monday;12.00 1 06.1806 - 23.59 1 06.1806;;;Fresh Breezes and high sea.;Winds from E.N.E. to E. by N.;"At 7 P.M. Lieutt. Barclay of the Lil[l]y came on board with a Message to the General."
;;00.00 02.06.1806 - 12.00 02.06.1806;;;;;"At 4½ A.M.  spoke a sloop from Barbados. At 5 A.M. the Lily spoke an American brig, loaded with Lumber &ca. At Noon St. Vincent[’]s bore S.W. distant 10 leagues, and St. Lucia bore N.W. distant 8 Leag[ues]"
3 June 1806;Tuesday;12.00 02.06.1806 - 23.59 02.06.1806;;;Light winds and fair weather.;Winds E[.] by N. to E.½N.;"At Sun set the Island of Martinica bore N.W. distant about 12 Leagues. At 8 P.M. saw a sail to windward. Captn. Lewis rant the ship under the lee of the Lil[l]y // f. 37v and gave the information to Captn. Campbell. Cleared ship for action. At 8½ P.M. tacked to the Southward and Eastward: nearly calm with a heavy swell. At 9¼ tacked to the Northward and Eastward, it blowing fresh with repeated squalls of wind and rain, which continued during the night. At sun rise Martinica bore W.S.W. distant 8 Leagues, and Dominica N.N.W. distant 10 Leagues. At Noon tacked to the Soutd: and Eastward. Saw 2 Sail from the Mast head."
;;00.00 03.06.1806 - 12.00 03.06.1806;;;;;""
4 June 1806;Wednesday;12.00 03.06.1806 - 23.59 03.06.1806;;;Light Breezes with a heavy Sea.;Wind Easterly.;"At day light saw a schooner to leeward."
;;00.00 04.06.1806 - 12.00 04.06.1806;;;;;""
5 June 1806;Thursday;12.00 04.June1806 - 23.59 04.06.1806;;;Light Breezes and fair weather;Wind Easterly.;"At 2½ P.M. the Lil[l]y sent her boat on board the schooner, which hoisted Danish Colours, and after examining her, suffer’d her to proceed. At 3 P.M. saw a sail on our weather Bow & soon after the Land was descried from the Mast head. At 4 P.M. the Lil[l]y spoke the strange Vessel, which proved to bear American Brig loaded with Cattle.The report of having seen Land proved to be fallacious"
;;00.00 05.06.1806 - 12.00 05.06.1806;;;Pleasant and agreeable weather;;"At 5¼ A.M. the Island of Barbados was discovered on our weather Bow distant about 7 Leagues, and bore E.S.E. Two sloops were also seen bearing to windward. At 11 A.M. tacked ship to the Northward and Eastward."
6 June 1806;Friday;12.00 05.06.1806 - 23.59 05.06.1806;;;;;""
;;00.00 06.06.1806 - 12.00 06.06.1806;;;;;""
7 June 1806;Saturday;12.00 06.06.1806 - 23.59 06.06.1806;;;Light Breezes and fine weather;Light Breezes and fine weather. Wind from East to [not finished];"At 3 P.M. Lieutt: Barclay of the Lil[l]y came on board with a Letter to the General and orders for the Leander to make the best of her way into Port: he remained with us in order to Report the Ship to the Admiral."
;;00.00 07.06.1806 - 12.00 07.06.1806;;;;;"At 7 A.M. came to anchor in Carlisle Bay[,] Barbadoes"
8 June 1806;Sunday;12.00 07.06.1806 - 23.59 07.06.1806;;;Pleasant weather with frequent showers of rain;;"No remarks of consequence. The General continually engaged in forwarding his Business with the different Chiefs."
;;00.00 08.06.1806 - 12.00 08.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
9 June 1806;Monday;12.00 08.06.1806 - 23.59 08.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 09.06.1806 - 12.00 09.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
10 June 1806;Tuesday;12.00 09.06.1806 - 23.59 09.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 10.06.1806 - 12.00 10.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
11 June 1806;Wednesday;12.00 10.06.1806 - 23.59 10.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 11.06.1806 - 12.00 11.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
12 June 1806;Thursday;12.00 11.06.1806 - 23.59 11.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
;;00.00 12.06.1806 - 12.00 12.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
13 June 1806;Friday;12.00 12.06.1806 - 23.59 12.06.1806;;;;;"The whole of this time was taken up, in procuring Recruits, and necessary Provisions for the ship Leander. During this Period Captn. Lewis, with all the Sea Officers, and several seamen left the above Ship"
